field_number,collector,species,locality,altitude,date,notes,source,geocode_query,geocode_type,lat,lon
AH 339,Andreas Hofacker,Pilosocereus pachycladus,Brazil : Bahia (West of Morro do Chapéu),NA,1992,NA,clcactus,"Morro do Chapéu, Bahia, Brazil",direction_only,-11.5500293,-41.1570248
BB 077.03,Brian Francis Bates,Pilosocereus pachycladus,"Brazil : Bahia (Mun. Morro do Chapéu, Morro do Chapéu  970m)",NA,1999/05/15,NA,clcactus,"Morro do Chapéu, Bahia, Brazil",direct,-11.5500293,-41.1570248
BB 078.04,Brian Francis Bates,Pilosocereus pachycladus,"Brazil : Bahia (Mun. Morro do Chapéu, Morro do Chapéu  970m)",NA,1999/05/15,NA,clcactus,"Morro do Chapéu, Bahia, Brazil",direct,-11.5500293,-41.1570248
BB 085.06,Brian Francis Bates,Pilosocereus pachycladus,"Brazil : Bahia (Mun. Morro do Chapéu, W of Morro do Chapéu -> America Dourada  790m)",NA,1999/05/16,NA,clcactus,"Morro do Chapéu, Bahia, Brazil",direction_only,-11.5500293,-41.1570248
BB 086.03,Brian Francis Bates,Pilosocereus pachycladus,"Brazil : Bahia (Mun. Morro do Chapéu, near Jacarezinho  845m)",NA,1999/05/16,NA,clcactus,"Jacarezinho, Morro do Chapéu, Bahia, Brazil",direct,-11.5487212,-41.1596058
BB 089.01,Brian Francis Bates,Pilosocereus pachycladus,"Brazil : Bahia (Mun. Seabra, Seabra 1300m)",NA,1999/05/19,NA,clcactus,"Seabra, Bahia, Brazil",direct,-12.4172071,-41.772051
BB 090.02,Brian Francis Bates,Pilosocereus pachycladus,Brazil : Bahia (W of Seabra),NA,1999/05/19,NA,clcactus,"Seabra, Bahia, Brazil",direction_only,-12.4172071,-41.772051
BB 091.02,Brian Francis Bates,Pilosocereus pachycladus,Brazil : Bahia (W of Seabra  900m),NA,1999/05/19,NA,clcactus,"Seabra, Bahia, Brazil",direction_only,-12.4172071,-41.772051
BB 092.01,Brian Francis Bates,Pilosocereus pachycladus,"Brazil : Bahia (Mun. Seabra, E of Seabra  780m)",NA,1999/05/19,NA,clcactus,"Seabra, Bahia, Brazil",direction_only,-12.4172071,-41.772051
BB 094.02,Brian Francis Bates,Pilosocereus pachycladus,"Brazil : Bahia (Mun. Mucugê, Mucugê 1075m)",NA,1999/05/20,NA,clcactus,"Mucugê, Bahia, Brazil",direct,-13.0053,-41.370271
BB 096.05,Brian Francis Bates,Pilosocereus pachycladus,"Brazil : Bahia (Mun. Rio de Contas, Rio de Contas near waterfall  925m)",NA,1999/05/21,NA,clcactus,"Rio de Contas, Bahia, Brazil",direct,-13.5803333,-41.8112152
BB 099.07,Brian Francis Bates,Pilosocereus pachycladus,"Brazil : Bahia (Mun. Ituaçu, Mun. Ituaçu  650m)",NA,1999/05/23,NA,clcactus,"Ituaçu, Bahia, Brazil",direct,-13.815529,-41.2981722
BB 109.01,Brian Francis Bates,Pilosocereus pachycladus,"Brazil : Minas Gerais (Mun. Aracuai, Aracuai  300m)",NA,1999/05/27,NA,clcactus,"Araçuaí, Minas Gerais, Brazil",direct,-16.8484451,-42.0661868
BB 128.03,Brian Francis Bates,Pilosocereus pachycladus,Brazil : Minas Gerais (1315m),NA,1999/06/05,NA,clcactus,NA,failed,NA,NA
BB 129.02,Brian Francis Bates,Pilosocereus pachycladus,"Brazil : Minas Gerais (Mun. Montalvania, Porto Agraria)",NA,1999/06/07,NA,clcactus,"Porto Agraria, Montalvânia, Minas Gerais, Brazil",direct,-14.414558,-44.3667105
BB 134.02,Brian Francis Bates,Pilosocereus pachycladus,"Brazil : Bahia (Mun. Ipirá?, W of Ipirá)",NA,1999/06/15,NA,clcactus,"Ipirá, Bahia, Brazil",direction_only,-12.1578337,-39.7416605
BB 145.03,Brian Francis Bates,Pilosocereus pachycladus  / magnificus / catingicola,"Brazil : Bahia (Mun. Mucugê, S of Mucugê)",NA,1999/06/17,NA,clcactus,"Mucugê, Bahia, Brazil",direction_only,-13.0053,-41.370271
CS 154.3,Chris Sherrah,Pilosocereus pachycladus,"Brazil : Bahia (Sobradinho 1, 389 m)",NA,20/10/2007,NA,clcactus,"Sobradinho, Bahia, Brazil",direct,-9.469775,-40.7957473
CS 156.1_71,Chris Sherrah,Pilosocereus pachycladus,"Brazil : Bahia (South of Massaroca Hwy 407, 592 m)",NA,21/10/2007,NA,clcactus,"Massaroca, Bahia, Brazil",direction_only,-9.876159,-40.286779
CS 179.3,Chris Sherrah,Pilosocereus pachycladus,Brazil : Bahia (Barrieras),NA,10/11/2007,NA,clcactus,"Barreiras, Bahia, Brazil",direct,-12.1440031,-44.9967406
CS 180.2,Chris Sherrah,Pilosocereus pachycladus,"Brazil : Bahia (America Dourada, 879 m)",NA,10/11/2007,NA,clcactus,"America Dourada, Bahia, Brazil",direct,-11.3998963,-41.5247219
CS 180.2,Chris Sherrah,Pilosocereus pachycladus,"Brazil : Bahia (America Dourada, 882 m)",NA,01/12/2009,NA,clcactus,"America Dourada, Bahia, Brazil",direct,-11.3998963,-41.5247219
CS 357.1,Chris Sherrah,Pilosocereus pachycladus,"Brazil : Minas Gerais (Itinga, 300 m)",NA,18/11/2009,NA,clcactus,"Itinga, Minas Gerais, Brazil",direct,-16.6066757,-41.7702077
CS 358.1_115,Chris Sherrah,Pilosocereus pachycladus,"Brazil : Minas Gerais (Itinga 2, 300 m)",NA,18/11/2009,NA,clcactus,"Itinga, Minas Gerais, Brazil",direct,-16.6066757,-41.7702077
CS 363.1_122,Chris Sherrah,Pilosocereus pachycladus,"Brazil : Minas Gerais (Pedra Azul 4, 670 m)",NA,19/11/2009,NA,clcactus,"Pedra Azul, Minas Gerais, Brazil",direct,-16.0058567,-41.2793731
CS 369.2_131,Chris Sherrah,Pilosocereus pachycladus,"Brazil : Bahia (Serra Escura, 620 m)",NA,23/11/2009,NA,clcactus,"Serra Escura, Bahia, Brazil",direct,-12.7704741,-41.4032006
CS 370.3,Chris Sherrah,Pilosocereus pachycladus,"Brazil : Bahia (Brumado, 650 m)",NA,24/11/2009,NA,clcactus,"Brumado, Bahia, Brazil",direct,-14.2025099,-41.6701307
CS 371.3,Chris Sherrah,Pilosocereus pachycladus,"Brazil : Bahia (Rio de Contas, 925 m)",NA,24/11/2009,NA,clcactus,"Rio de Contas, Bahia, Brazil",direct,-13.5803333,-41.8112152
CS 374.3,Chris Sherrah,Pilosocereus pachycladus,"Brazil : Bahia (Porto Novo, 498 m)",NA,27/11/2009,NA,clcactus,"Porto Novo, Bahia, Brazil",direct,-13.1573721,-43.8707923
CS 377.2,Chris Sherrah,Pilosocereus pachycladus,"Brazil : Bahia (Seabra, 1129 m)",NA,30/11/2009,NA,clcactus,"Seabra, Bahia, Brazil",direct,-12.4172071,-41.772051
CS 380.3,Chris Sherrah,Pilosocereus pachycladus,"Brazil : Bahia (Capim Grosso, 392 m)",NA,03/12/2009,NA,clcactus,"Capim Grosso, Bahia, Brazil",direct,-11.379428,-40.0115228
CS 383.9,Chris Sherrah,Pilosocereus pachycladus,"Brazil : Bahia (Delfino, 624 m)",NA,05/12/2009,NA,clcactus,"Delfino, Bahia, Brazil",direct,-10.4966113,-41.1048995
CS 385.3,Chris Sherrah,Pilosocereus pachycladus,"Brazil : Bahia (Rio Morim Mimoso, 1226 m)",NA,05/12/2009,NA,clcactus,"Rio Morim Mimoso, Bahia, Brazil",direct,-11.65531,-38.48586
CS 386.1_154,Chris Sherrah,Pilosocereus pachycladus ssp. pernambucoensis,"Brazil : Alagoas (Paulo Alfonso, 306 m)",NA,07/12/2009,NA,clcactus,"Paulo Afonso, Alagoas, Brazil",direct,-9.6385912,-35.7450942
RITT 1223,Friedrich Ritter,Pilosocereus pachycladus,"Below Monte Azul, Minas Gerais, Brazil",NA,seed,seed,clcactus,"Monte Azul, Minas Gerais, Brazil",direct,-15.1531999,-42.8711742
FR 1223,Friedrich Ritter,Pilosocereus pachycladus,"Urandi, Bahia, Brazil",NA,seed,seed,clcactus,"Urandi, Bahia, Brazil",direct,-14.7680766,-42.6573988
RITT 1223,Friedrich Ritter,Pilosocereus pachycladus,"Urandi, Bahia, Brazil",NA,seed,seed,clcactus,"Urandi, Bahia, Brazil",direct,-14.7680766,-42.6573988
FR 1223,Friedrich Ritter,Pilosocereus pachycladus,"Below Monte Azul, Minas Gerais, Brazil",NA,seed,seed,clcactus,"Monte Azul, Minas Gerais, Brazil",direct,-15.1531999,-42.8711742
RITT 1290,Friedrich Ritter,Pilosocereus pachycladus,Brazil  :,NA,NA,NA,clcactus,Brazil,direct,-10.3333333,-53.2
FR 1290,Friedrich Ritter,Pilosocereus pachycladus,Brazil  :,NA,NA,NA,clcactus,Brazil,direct,-10.3333333,-53.2
GJA 7.13,Gérard Ardisson,Pilosocereus pachycladus,Brazil : Bahia (America Dourada),NA,01/05/07,NA,clcactus,"America Dourada, Bahia, Brazil",direct,-11.3998963,-41.5247219
GJA 7.37,Gérard Ardisson,Pilosocereus pachycladus,"Morro do Chapeu, Bahia, Brazil",NA,01/05/07,NA,clcactus,"Morro do Chapéu, Bahia, Brazil",direct,-11.5500293,-41.1570248
GD 39223,Gérard Delanoy,Pilosocereus pachycladus,"Road leaving BR052, returning towards Morro de Chapeu, Bahia, Brazil",NA,NA,NA,clcactus,"Morro do Chapéu, Bahia, Brazil",direct,-11.5500293,-41.1570248
GD 39134,Gérard Delanoy,Pilosocereus pachycladus,"BA426, South-West Morro de Chapeu, Bahia, Brazil",NA,NA,NA,clcactus,"Morro do Chapéu, Bahia, Brazil",direction_only,-11.5500293,-41.1570248
GD 39317,Gérard Delanoy,Pilosocereus pachycladus,"BA426, South-West Morro de Chapeu, Bahia, Brazil",NA,NA,NA,clcactus,"Morro do Chapéu, Bahia, Brazil",direction_only,-11.5500293,-41.1570248
GD 39167,Gérard Delanoy,Pilosocereus pachycladus,"Lagedo Bordado, North Morro de Chapeu, Bahia, Brazil",NA,NA,NA,clcactus,"Morro do Chapéu, Bahia, Brazil",direction_only,-11.5500293,-41.1570248
GD 39140,Gérard Delanoy,Pilosocereus pachycladus,"Lagedo Bordado, North Morro de Chapeu, Bahia, Brazil",NA,NA,NA,clcactus,"Morro do Chapéu, Bahia, Brazil",direction_only,-11.5500293,-41.1570248
GD 47b-2,Gérard Delanoy,Pilosocereus pachycladus,"Palmeira dos Mendes, 55km before Seabra, Bahia, Brazil",NA,NA,NA,clcactus,"Seabra, Bahia, Brazil",offset_adjusted,-12.416737015594226,-42.27852485317287
GD 47a-3,Gérard Delanoy,Pilosocereus pachycladus,"Palmeira dos Mendes, 55km before Seabra, Bahia, Brazil",NA,NA,NA,clcactus,"Seabra, Bahia, Brazil",offset_adjusted,-12.416737015594226,-42.27852485317287
GD 51-4,Gérard Delanoy,Pilosocereus pachycladus,"15km North of Porto-Novo, Bahia, Brazil",NA,NA,NA,clcactus,"Porto Novo, Bahia, Brazil",offset_adjusted,-13.022473859112187,-43.8707923
GD 54-2,Gérard Delanoy,Pilosocereus pachycladus,"20km South of Iulu, Bahia, Brazil",NA,NA,NA,clcactus,"Iuiu, Bahia, Brazil",offset_adjusted,-14.591165121183744,-43.5508641
GD 57-3,Gérard Delanoy,Pilosocereus pachycladus,"BR030, 5km after Guanambi, Bahia, Brazil",NA,NA,NA,clcactus,"Guanambi, Bahia, Brazil",offset_adjusted,-14.22306152761332,-42.73355496542476
GD 58-2,Gérard Delanoy,Pilosocereus pachycladus,"South of Caitité, road towards Brejinho das Amethystas, Bahia, Brazil",NA,NA,NA,clcactus,"Caetité, Bahia, Brazil",direction_only,-14.0691776,-42.4852428
GD 59-3,Gérard Delanoy,Pilosocereus pachycladus,"Brejinho das Amethystas, Bahia, Brazil",NA,NA,NA,clcactus,"Brejinho das Ametistas, Bahia, Brazil",direct,-14.2868643,-42.5140263
GD 60-4,Gérard Delanoy,Pilosocereus pachycladus,"after Jurema, Bahia, Brazil",NA,NA,NA,clcactus,"Jurema, Bahia, Brazil",direct,-14.8663583,-40.8475754
GD 64-3,Gérard Delanoy,Pilosocereus pachycladus,"5km after GD63, Minas Gerais, Brazil",NA,NA,NA,clcactus,"Minas Gerais, Brazil",offset_adjusted,-18.481518319704065,-44.1588654
GD 102-4,Gérard Delanoy,Pilosocereus pachycladus,"Serra Obscura, East of Sussuarana, Bahia, Brazil",NA,NA,NA,clcactus,"Sussuarana, Bahia, Brazil",direction_only,-14.1598189,-41.2063284
A&M 348,"Giovanna Anceschi, Alberto Magli",Pilosocereus pachycladus,"Brazil : Minas Gerais (Bocaiúva, Serra Mineira)",NA,05/05/2009,NA,clcactus,"Serra Mineira, Bocaiúva, Minas Gerais, Brazil",direct,-17.1791366,-43.5696619
A&M 1392,"Giovanna Anceschi, Alberto Magli",Pilosocereus pachycladus,Brazil : Minas Gerais (Januaria west of Januaria),NA,25/06/2016,NA,clcactus,"Januária, Minas Gerais, Brazil",direction_only,-15.317185,-45.2045505
A&M 1398,"Giovanna Anceschi, Alberto Magli",Pilosocereus pachycladus,Brazil : Bahia (between Manga and IuiÃº),NA,29/06/2016,NA,clcactus,"Manga, Minas Gerais to Iuiú, Bahia, Brazil",direct,-14.7552448,-43.9375384
A&M 1410,"Giovanna Anceschi, Alberto Magli",Pilosocereus pachycladus,Brazil : Bahia (Palmas de Monte Alto),NA,01/07/2016,NA,clcactus,"Palmas de Monte Alto, Bahia, Brazil",direct,-14.2636093,-43.1649976
A&M 1415,"Giovanna Anceschi, Alberto Magli",Pilosocereus pachycladus,Brazil : Bahia (Palmas de Monte Alto),NA,02/07/2016,NA,clcactus,"Palmas de Monte Alto, Bahia, Brazil",direct,-14.2636093,-43.1649976
A&M 1455,"Giovanna Anceschi, Alberto Magli",Pilosocereus pachycladus,Brazil : Bahia (MucugÃª west of the Santa Izabel cemetery),NA,18/07/2016,NA,clcactus,"Santa Izabel cemetery, Mucugê, Bahia, Brazil",direction_only,-13.003989564897,-41.367548380877
A&M 1457,"Giovanna Anceschi, Alberto Magli",Pilosocereus pachycladus,Brazil : Bahia (MucugÃª west of the Santa Izabel cemetery),NA,18/07/2016,NA,clcactus,"Santa Izabel cemetery, Mucugê, Bahia, Brazil",direction_only,-13.003989564897,-41.367548380877
"GC 352,1",Graham Charles,Pilosocereus pachycladus,Brazil  :  (W. Morro do Chapéu),NA,NA,NA,clcactus,"Morro do Chapéu, Bahia, Brazil",direction_only,-11.5500293,-41.1570248
"GC 353,06",Graham Charles,Pilosocereus pachycladus,Brazil :  (San Rafael),NA,NA,NA,clcactus,"San Rafael, Brazil",direct,-21.1134476,-42.9603407
"GC 354,05",Graham Charles,Pilosocereus pachycladus,Brazil :  (W. Morro do Chapéu),NA,NA,NA,clcactus,"Morro do Chapéu, Bahia, Brazil",direction_only,-11.5500293,-41.1570248
"GC 358,03",Graham Charles,Pilosocereus pachycladus,Brazil :  (Vargea Nova),NA,NA,NA,clcactus,"Várzea Nova, Bahia, Brazil",direct,-11.2527934,-40.9456569
"GC 368,05",Graham Charles,Pilosocereus pachycladus,Brazil :  (W. of Petrolina),NA,NA,NA,clcactus,"Petrolina, Pernambuco, Brazil",direction_only,-9.3817334,-40.4968875
"GC 369,04",Graham Charles,Pilosocereus pachycladus,Brazil :  (S. of Sento Sé),NA,NA,NA,clcactus,"Sento Sé, Bahia, Brazil",direction_only,-9.7406436,-41.8830056
"GC 370,03",Graham Charles,Pilosocereus pachycladus,Brazil :  (S. of Sento Sé),NA,NA,NA,clcactus,"Sento Sé, Bahia, Brazil",direction_only,-9.7406436,-41.8830056
"GC 371,04",Graham Charles,Pilosocereus pachycladus,Brazil :  (S. of Sento Sé),NA,NA,NA,clcactus,"Sento Sé, Bahia, Brazil",direction_only,-9.7406436,-41.8830056
"GC 378,03",Graham Charles,Pilosocereus pachycladus,Brazil :  (Xiche Xiche),NA,NA,NA,clcactus,"Xique-Xique, Bahia, Brazil",direct,-10.8217193,-42.7265689
"GC 380,06",Graham Charles,Pilosocereus pachycladus,Brazil :  (Mata dos Mendes),NA,NA,NA,clcactus,"Mata dos Mendes, Brazil",direct,-12.4254259,-41.9948939
"GC 381,04",Graham Charles,Pilosocereus pachycladus,Brazil :  (Piaté),NA,NA,NA,clcactus,"Piatã, Bahia, Brazil",direct,-13.1535638,-41.7743761
"GC 492,06",Graham Charles,Pilosocereus pachycladus  (woolly),Brazil :  (W Itaobim),NA,NA,NA,clcactus,"Itaobim, Minas Gerais, Brazil",direction_only,-16.5614934,-41.502275
"GC 516,05",Graham Charles,Pilosocereus pachycladus,Brazil :  (E Mato Verde),NA,NA,NA,clcactus,"Mato Verde, Minas Gerais, Brazil",direction_only,-15.3942731,-42.8624286
"GC 519,06",Graham Charles,Pilosocereus pachycladus,Brazil :  (N  Licinio de Armeida),NA,NA,NA,clcactus,"Licínio de Almeida, Bahia, Brazil",direction_only,-14.6835152,-42.5064545
"GC 520,04",Graham Charles,Pilosocereus pachycladus,Brazil :  (SW Brejinho das Ametistas),NA,NA,NA,clcactus,"Brejinho das Ametistas, Caetité, Bahia, Brazil",direction_only,-14.2868643,-42.5140263
"GC 522,09",Graham Charles,Pilosocereus pachycladus,Brazil :  (Porto Novo),NA,NA,NA,clcactus,"Porto Novo, Minas Gerais, Brazil",direct,-19.332748,-45.3351826
"GC 524,06",Graham Charles,Pilosocereus pachycladus,Brazil :  (W Seabra),NA,NA,NA,clcactus,"Seabra, Bahia, Brazil",direction_only,-12.4172071,-41.772051
"GC 527,06",Graham Charles,Pilosocereus pachycladus,Brazil :  (N of Morro do Chapéu),NA,NA,NA,clcactus,"Morro do Chapéu, Bahia, Brazil",direction_only,-11.5500293,-41.1570248
"GC 529,1",Graham Charles,Pilosocereus pachycladus,Brazil :  (N of Morro do Chapéu),NA,NA,NA,clcactus,"Morro do Chapéu, Bahia, Brazil",direction_only,-11.5500293,-41.1570248
"GC 643,07",Graham Charles,Pilosocereus pachycladus,Brazil :  (San Rafael),NA,NA,NA,clcactus,"San Rafael, Brazil",direct,-21.1134476,-42.9603407
"GC 644,05",Graham Charles,Pilosocereus pachycladus,Brazil :  (San Rafael),NA,NA,NA,clcactus,"San Rafael, Brazil",direct,-21.1134476,-42.9603407
"GC 645,1",Graham Charles,Pilosocereus pachycladus,Brazil :  (Morro do Chapéu),NA,NA,NA,clcactus,"Morro do Chapéu, Bahia, Brazil",direct,-11.5500293,-41.1570248
"GC 649,03",Graham Charles,Pilosocereus pachycladus,Brazil :  (Gruta dos Brejões),NA,NA,NA,clcactus,"Gruta dos Brejões, Morro do Chapéu, Bahia, Brazil",direct,-11.007223,-41.4345838
"GC 656,04",Graham Charles,Pilosocereus pachycladus,Brazil :  (Road to Barra),NA,NA,NA,clcactus,"Barra, Bahia, Brazil",direct,-11.0891794,-43.1414512
"GC 667,06",Graham Charles,Pilosocereus pachycladus,Brazil :  (Porta Nova),NA,NA,NA,clcactus,"Porta Nova, Bahia, Brazil",direct,-9.4551876,-41.7911253
"GC 668,06",Graham Charles,Pilosocereus pachycladus,Brazil :  (Porta Nova),NA,NA,NA,clcactus,"Porta Nova, Bahia, Brazil",direct,-9.4551876,-41.7911253
"GC 670,05",Graham Charles,Pilosocereus pachycladus,Brazil :  (Iuiú),NA,NA,NA,clcactus,"Iuiú, Bahia, Brazil",direct,-14.4113008,-43.5508641
"GC 671,02",Graham Charles,Pilosocereus pachycladus,Brazil :  (Caetité),NA,NA,NA,clcactus,"Caetité, Bahia, Brazil",direct,-14.0691776,-42.4852428
"GC 672,04",Graham Charles,Pilosocereus pachycladus,Brazil :  (Brejinho das Ametistas),NA,NA,NA,clcactus,"Brejinho das Ametistas, Caetité, Bahia, Brazil",direct,-14.2868643,-42.5140263
"GC 673,06",Graham Charles,Pilosocereus pachycladus,Brazil :  (N. of Licinio de Almeida),NA,NA,NA,clcactus,"Licínio de Almeida, Bahia, Brazil",direction_only,-14.6835152,-42.5064545
"GC 674,05",Graham Charles,Pilosocereus pachycladus,Brazil :  (E. of Mato Verde),NA,NA,NA,clcactus,"Mato Verde, Minas Gerais, Brazil",direction_only,-15.3942731,-42.8624286
"GC 675,02",Graham Charles,Pilosocereus pachycladus,Brazil :  (Barrocão),NA,NA,NA,clcactus,"Barrocão, Bahia, Brazil",direct,-10.6953606,-38.5361361
"GC 678,06",Graham Charles,Pilosocereus pachycladus,Brazil :  (W. of Pedra Azul),NA,NA,NA,clcactus,"Pedra Azul, Minas Gerais, Brazil",direction_only,-16.0058567,-41.2793731
"GC 685,05",Graham Charles,Pilosocereus pachycladus,Brazil :  (Sussuarana),NA,NA,NA,clcactus,"Sussuarana, Tanhaçu, Bahia, Brazil",direct,-14.1598189,-41.2063284
"GC 1007,01",Graham Charles,Pilosocereus pachycladus,Brazil :  (West of Morro do Chapéu),NA,NA,NA,clcactus,"Morro do Chapéu, Bahia, Brazil",direction_only,-11.5500293,-41.1570248
"GC 1008,07",Graham Charles,Pilosocereus pachycladus,Brazil :  (San Rafael),NA,NA,NA,clcactus,"San Rafael, Brazil",direct,-21.1134476,-42.9603407
"GC 1009,03",Graham Charles,Pilosocereus pachycladus,Brazil :  (North of Gruta dos Brejões),NA,NA,NA,clcactus,"Gruta dos Brejões, Bahia, Brazil",direction_only,-11.0072231,-41.4345838
"GC 1013,06",Graham Charles,Pilosocereus pachycladus,Brazil :  (West of Seabra),NA,NA,NA,clcactus,"Seabra, Bahia, Brazil",direction_only,-12.4172071,-41.772051
"GC 1014,06",Graham Charles,Pilosocereus pachycladus,Brazil :  (Porta Nova),NA,NA,NA,clcactus,"Porta Nova, Bahia, Brazil",direct,-9.4551876,-41.7911253
"GC 1015,06",Graham Charles,Pilosocereus pachycladus,Brazil :  (Porta Nova),NA,NA,NA,clcactus,"Porta Nova, Bahia, Brazil",direct,-9.4551876,-41.7911253
"GC 1017,05",Graham Charles,Pilosocereus pachycladus,Brazil :  (Iuiú),NA,NA,NA,clcactus,"Iuiú, Bahia, Brazil",direct,-14.4113008,-43.5508641
"GC 1018,02",Graham Charles,Pilosocereus pachycladus,Brazil :  (Caetité),NA,NA,NA,clcactus,"Caetité, Bahia, Brazil",direct,-14.0691776,-42.4852428
"GC 1019,05",Graham Charles,Pilosocereus pachycladus,Brazil :  (Brejinho das Ametistas),NA,NA,NA,clcactus,"Brejinho das Ametistas, Caetité, Bahia, Brazil",direct,-14.2868643,-42.5140263
"GC 1020,07",Graham Charles,Pilosocereus pachycladus,Brazil :  (North of Licinio de Almeida),NA,NA,NA,clcactus,"Licínio de Almeida, Bahia, Brazil",direction_only,-14.6835152,-42.5064545
"GC 1021,06",Graham Charles,Pilosocereus pachycladus,Brazil :  (Serra Escura),NA,NA,NA,clcactus,"Serra Escura, Minas Gerais, Brazil",direct,-16.0403936,-41.7005265
"GC 1026,06",Graham Charles,Pilosocereus pachycladus  (cenepequei),Brazil :  (Pedra Azul),NA,NA,NA,clcactus,"Pedra Azul, Minas Gerais, Brazil",direct,-16.0058567,-41.2793731
"GC 1027,05",Graham Charles,Pilosocereus pachycladus  (cenepequei),Brazil :  (East of Montes Claros),NA,NA,NA,clcactus,"Montes Claros, Minas Gerais, Brazil",direction_only,-16.7495727,-43.8687268
"GC 1032,05",Graham Charles,Pilosocereus pachycladus,Brazil :  (East of Mato Verde),NA,NA,NA,clcactus,"Mato Verde, Minas Gerais, Brazil",direction_only,-15.3942731,-42.8624286
HU 147,"Leopoldo Horst, later, Kurt-Ingo Horst",Pilosocereus pachycladus ssp. pachycladus,"North of Serra do Cabral, Minas Gerais, Brazil",NA,08/09/1981,NA,clcactus,"Serra do Cabral, Minas Gerais, Brazil",direction_only,-17.8281736,-44.4125697
HU 402,"Leopoldo Horst, later, Kurt-Ingo Horst",Pilosocereus pachycladus,"Municipio Espinosa, Minas Gerais, Brazil",NA,NA,NA,clcactus,"Espinosa, Minas Gerais, Brazil",direct,-14.9042986,-42.7929277
HU 421,"Leopoldo Horst, later, Kurt-Ingo Horst",Pilosocereus pachycladus,"Brejinho das Amethistas, Bahia, Brazil",NA,NA,NA,clcactus,"Brejinho das Ametistas, Bahia, Brazil",direct,-14.2868643,-42.5140263
HU 421a,"Leopoldo Horst, later, Kurt-Ingo Horst",Pilosocereus pachycladus,"Minas Gerais and Bahia, Brazil",NA,NA,NA,clcactus,NA,llm_approximate,-15,-43
HU 477,"Leopoldo Horst, later, Kurt-Ingo Horst",Pilosocereus pachycladus ssp. pernambucoensis,"Parnamirim road, BR 232, Pernambuco, Brazil",NA,07/06/1905,NA,clcactus,"Parnamirim, Pernambuco, Brazil",direct,-8.0913471,-39.5778505
HU 714,"Leopoldo Horst, later, Kurt-Ingo Horst",Pilosocereus pachycladus,"18 km East of Rio Sao Joao, Minas Gerais, Brazil",NA,04/09/1981,NA,clcactus,"Rio São João, Minas Gerais, Brazil",offset_adjusted,-20.662656960142144,-46.644646687273436
HU 891,"Leopoldo Horst, later, Kurt-Ingo Horst",Pilosocereus pachycladus,"MucugÃ?, Bahia, Brazil",NA,NA,NA,clcactus,"Mucugê, Bahia, Brazil",direct,-13.0053,-41.370271
HU 906,"Leopoldo Horst, later, Kurt-Ingo Horst",Pilosocereus pachycladus,"Seabra, Bahia, Brazil",NA,NA,NA,clcactus,"Seabra, Bahia, Brazil",direct,-12.4172071,-41.772051
HU 921,"Leopoldo Horst, later, Kurt-Ingo Horst",Pilosocereus pachycladus ssp. pernambucoensis,"Tanquinho, Bahia, Brazil",NA,NA,NA,clcactus,"Tanquinho, Bahia, Brazil",direct,-11.9747061,-39.1057638
HU 1756,"Leopoldo Horst, later, Kurt-Ingo Horst",Pilosocereus pachycladus ssp. pernambucoensis,"Alto Alegre, Piaui, Brazil",NA,NA,NA,clcactus,"Alto Alegre, Piauí, Brazil",direct,-5.0404731,-42.8239201
HU 1944,"Leopoldo Horst, later, Kurt-Ingo Horst",Pilosocereus pachycladus,"behind Cabeluda, Bahia, Brazil",NA,NA,NA,clcactus,"Cabeluda, Bahia, Brazil",direct,-9.9772624,-41.3454635
MZ 1632,Milan Zachar,Pilosocereus pachycladus,Brazil : Minas Gerais (Mato Verde II.),NA,NA,NA,clcactus,"Mato Verde, Minas Gerais, Brazil",direct,-15.3942731,-42.8624286
NPT 1375,Nigel Paul Taylor,Pilosocereus pachycladus,"Maçaroca to Barrinha, border with Municipio Juazeiro towards Senhor do Bonfim, Bahia, Brazil 470m",NA,08/01/91,NA,clcactus,"Maçaroca, Juazeiro, Bahia, Brazil",direct,-9.3051736,-40.1929557
NPT 1398,Nigel Paul Taylor,Pilosocereus pachycladus,"Jocobina w 27-28km towards Lajes, Bahia, Brazil",NA,12/01/91,NA,clcactus,"Jacobina, Bahia, Brazil",offset_adjusted,-11.184705763606754,-40.758605778832376
NPT 1400,Nigel Paul Taylor,Pilosocereus pachycladus,"Jocobina w 27km towards Lajes, Bahia, Brazil",NA,12/01/91,NA,clcactus,"Jacobina, Bahia, Brazil",offset_adjusted,-11.184705763606754,-40.758605778832376
NPT 1406,Nigel Paul Taylor,Pilosocereus pachycladus,"Morro do Chapeu w 21km, Bahia, Brazil",NA,13/01/91,NA,clcactus,"Morro do Chapéu, Bahia, Brazil",offset_adjusted,-11.549965691485786,-41.34978566850262
NPT 1426,Nigel Paul Taylor,Pilosocereus pachycladus,"Santana s 28km, Bahia, Brazil 530m",NA,15/01/91,NA,clcactus,"Santana, Bahia, Brazil",offset_adjusted,-13.231027049657243,-44.05064
PCO 1193-02,Philippe Corman,Pilosocereus pachycladus,Brazil : Bahia (Morro do Chapeu),NA,2008,NA,clcactus,"Morro do Chapéu, Bahia, Brazil",direct,-11.5500293,-41.1570248
PCO 1217-04,Philippe Corman,Pilosocereus pachycladus,"Brazil : Bahia (sud de Caetité, Brejinho das A.)",NA,2008,belle forme,clcactus,"Brejinho das Ametistas, Caetité, Bahia, Brazil",direct,-14.2868643,-42.5140263
