field_number,collector,species,locality,altitude,date,notes,source,geocode_query,geocode_type,lat,lon
MZ 631,Milan Zachar,astrophytum myriostigma,"Presa de Guadalupe, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Presa de Guadalupe, San Luis Potosí, Mexico",direct,22.859444,-100.1508953
MZ 650,Milan Zachar,astrophytum myriostigma v. strongylogonum,"Nunez, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Nunez, San Luis Potosí, Mexico",direct,22.6885734,-100.505316
P 466,Jörg and Brigitte Piltz,astrophytum myriostigma,"Noria de las Flores, San Luis Potosí, Mexico",NA,NA,NA,bcss,"Noria de las Flores, San Luis Potosí, Mexico",direct,22.789464,-100.5555395
PAR 123,Pavlosek Rostislav,astrophytum myriostigma,"Las Tablas, San Bartolo, San Luis Potosí, Mexico",NA,NA,NA,bcss,"Las Tablas, San Bartolo, San Luis Potosí, Mexico",direct,22.303471944000002,-100.043368333
PAR 125,Pavlosek Rostislav,astrophytum myriostigma fma.,"La Morita, San Luis Potosí, Mexico",many ribs,many ribs,many ribs,bcss,"La Morita, San Luis Potosí, Mexico",direct,22.3589958,-99.8574615
PH 100A.5,Paul Hoxey,astrophytum myriostigma,"Los Ebanos, KM103 / 4 on highway MX101, Tamaulipas, Mexico",1000m,21-Mar-98,Same locality as PH42,bcss,"Los Ebanos, Tamaulipas, Mexico",direct,25.7479317,-97.985301
PH 104.2,Paul Hoxey,astrophytum myriostigma,"Between Jaumave and Ciudad Victoria, Tamaulipas, Mexico",750m,22-Mar-98,NA,bcss,"Jaumave, Tamaulipas, Mexico",direct,23.4719813,-99.4263583
PH 107.5,Paul Hoxey,astrophytum myriostigma,"Entronque El Huizache, San Luis Potosí, Mexico",1450m,23-Mar-98,NA,bcss,"Entronque Huizache, San Luis Potosí, Mexico",direct,22.149808894447,-100.90310915881
PH 34.3,Paul Hoxey,astrophytum myriostigma,"Presa de Guadalupe, San Luis Potosí, Mexico",04-Nov-96,04-Nov-96,NA,bcss,"Presa de Guadalupe, San Luis Potosí, Mexico",direct,22.859444,-100.1508953
PH 41.2,Paul Hoxey,astrophytum myriostigma,"San Antonio, Jaumave Valley, Tamaulipas, Mexico",05-Nov-96,05-Nov-96,NA,bcss,"San Antonio, Jaumave, Tamaulipas, Mexico",direct,23.5842448,-99.3438476
PH 42.5,Paul Hoxey,astrophytum myriostigma,"Los Ebanos, KM103 / 104 on highway MX101, Tamaulipas, Mexico",1000m,05-Nov-96,NA,bcss,"Los Ebanos, Tamaulipas, Mexico",direct,25.7479317,-97.985301
PH 50.1,Paul Hoxey,astrophytum myriostigma,"Turning for Las Tablas on highway MX80, San Luis Potosí, Mexico",07-Nov-96,07-Nov-96,NA,bcss,"Highway MX80, San Luis Potosí, Mexico",direct,22.148180261,-100.973929674
PH 536.9,Paul Hoxey,astrophytum myriostigma,"La Presa del Pinto, North of Santa Rita, San Luis Potosí, Mexico",1550m,03-Nov-04,NA,bcss,"Santa Rita, San Luis Potosí, Mexico",direction_only,21.9801276,-99.8456953
PH 537.2,Paul Hoxey,astrophytum myriostigma,"Towards San Ignacio, San Luis Potosí, Mexico",1350m,03-Nov-04,NA,bcss,"San Ignacio, San Luis Potosí, Mexico",direct,23.1891569,-100.1782162
PH 570.10,Paul Hoxey,astrophytum myriostigma,"North of Nuñez, San Luis Potosí, Mexico",1470-1600m,16-Nov-04,NA,bcss,"Nuñez, San Luis Potosí, Mexico",direction_only,22.6885734,-100.505316
PHA 332,Pavel Heřtus,astrophytum myriostigma,"San Antonio, Tamaulipas, Mexico",2002,2002,"= LH836, SSK239Ib",bcss,"San Antonio, Tamaulipas, Mexico",direct,23.5842448,-99.3438476
PIL 466,Jörg and Brigitte Piltz,astrophytum myriostigma,"Noria de las Flores, San Luis Potosí, Mexico",NA,NA,NA,bcss,"Noria de las Flores, San Luis Potosí, Mexico",direct,22.789464,-100.5555395
PP 1382,Pavel Pavlíček,astrophytum myriostigma,"Los Ebanos, Tamaulipas, Mexico",2005,2005,NA,bcss,"Los Ebanos, Tamaulipas, Mexico",direct,25.7479317,-97.985301
PP 434,Pavel Pavlíček,astrophytum myriostigma,"Las Tablas, Municipio Río Verde, San Luis Potosí, Mexico",1997,1997,NA,bcss,"Las Tablas, Río Verde, San Luis Potosí, Mexico",direct,21.90417,-100.28111
PP 451,Pavel Pavlíček,astrophytum myriostigma v. columnaris,"Huizache, San Luis Potosí, Mexico","= PP451, RS872, SB340","= PP451, RS872, SB340","= PP451, RS872, SB340",bcss,"Huizache, San Luis Potosí, Mexico",direct,22.9103315,-100.5110812
PP 455,Pavel Pavlíček,astrophytum myriostigma fma. tulense,"South of Tula, Tamaulipas, Mexico",NA,NA,NA,bcss,"Tula, Tamaulipas, Mexico",direction_only,22.9478816,-99.8055882
PP 465,Pavel Pavlíček,astrophytum myriostigma,"Palomas, Municipio Cd. del Maíz, San Luis Potosí, Mexico",NA,NA,NA,bcss,"Palomas, Ciudad del Maíz, San Luis Potosí, Mexico",direct,22.4837267,-99.8499889
PP 466,Pavel Pavlíček,astrophytum myriostigma,"San Antonio, Tamaulipas, Mexico",NA,NA,NA,bcss,"San Antonio, Tamaulipas, Mexico",direct,23.5842448,-99.3438476
PP 467,Pavel Pavlíček,astrophytum myriostigma ssp. quadricostatum,"Los Ebanos, Tamaulipas, Mexico",NA,NA,NA,bcss,"Los Ebanos, Tamaulipas, Mexico",direct,25.7479317,-97.985301
PP 469,Pavel Pavlíček,astrophytum myriostigma v. potosinum,"Villar, San Luis Potosí, Mexico",NA,NA,NA,bcss,"Villar, San Luis Potosí, Mexico",direct,22.5447768,-100.4666913
PP 470,Pavel Pavlíček,astrophytum myriostigma v. potosinum,"Guadalcazar, San Luis Potosí, Mexico",NA,NA,NA,bcss,"Guadalcazar, San Luis Potosí, Mexico",direct,22.9009999,-100.2957141
PP 480,Pavel Pavlíček,astrophytum myriostigma v. tulense,"Palomas turning, MEX 80, San Luis Potosí, Mexico",NA,NA,NA,bcss,"Palomas, San Luis Potosí, Mexico",direct,22.4837267,-99.8499889
PP 621,Pavel Pavlíček,astrophytum myriostigma,Mexico,1998/11,1998/11,NA,bcss,Mexico,direct,23.6585116,-102.0077097
PP 874,Pavel Pavlíček,astrophytum myriostigma,"Tanque de la Kon., Coahuila, Mexico",1998/11,1998/11,NA,bcss,"Tanque de la Kon, Coahuila, Mexico",direct,27.53333,-103.01667
PP 883,Pavel Pavlíček,astrophytum myriostigma ssp. quadricostatum,"San Vicente, Tamaulipas, Mexico",1998/11,1998/11,NA,bcss,"San Vicente, Tamaulipas, Mexico",direct,23.4238467,-99.3155213
REP 1005,Werner Reppenhagen,astrophytum myriostigma v. strongylogonum,"Cerritos, km 14, San Luis Potosí, Mexico",1550m,16/10/1975,"together with REP1004-1005a, Echinocactus platyacanthus and Echinocereus blanckii",bcss,"Cerritos, San Luis Potosí, Mexico",direct,22.419062,-100.2980541
REP 1094a,Werner Reppenhagen,astrophytum myriostigma,"Viesca, Coahuila, Mexico",1250m,21/11/1975,"together with REP1091-1094b, Coryphantha durangensis, Ferocactus hamatacanthus and Thelocactus bicolor",bcss,"Viesca, Coahuila, Mexico",direct,25.1900179,-102.8608673
REP 1197l,Werner Reppenhagen,astrophytum myriostigma,"Lerdo, Durango, Mexico",1200m,27/11/1976,together with REP1197c-1197s and Agave lechuguilla,bcss,"Lerdo, Durango, Mexico",direct,25.470965,-103.6638822
REP 1202a,Werner Reppenhagen,astrophytum myriostigma,"Viesca, Coahuila, Mexico",1250m,30/11/1976,together with REP1200-1202e,bcss,"Viesca, Coahuila, Mexico",direct,25.1900179,-102.8608673
REP 1270,Werner Reppenhagen,astrophytum myriostigma,"Ciudad Mais, San Luis Potosí, Mexico",1200m,9/1/1977,together with REP1267-1271,bcss,"Ciudad del Maíz, San Luis Potosí, Mexico",direct,22.4309305,-99.7047331
REP 1433,Werner Reppenhagen,astrophytum myriostigma v. strongylogonum,"La Inconada, Tamaulipas, Mexico",1000m,15/9/1978,"together with REP1433-1437, Neolloydia conoidea, Echinocereus pentalophus, Coryphantha sp., Opuntia microdasys",bcss,"La Inconada, Tamaulipas, Mexico",direct,26.2618,-98.850122223
REP 1472,Werner Reppenhagen,astrophytum myriostigma,"Huizache, San Luis Potosí, Mexico",1700m,17/2/1979,"together with REP1472-1478c, Echinocereus pentalopuhus, E. pectinatus, E. cinerascens, Opuntia imbricacta, O. microdasys",bcss,"Huizache, San Luis Potosí, Mexico",direct,22.9103315,-100.5110812
REP 2067c,Werner Reppenhagen,astrophytum myriostigma,"Monte Redondo, Tamaulipas, Mexico",1250m,16/4/1984,"together with REP2065-2067c, Echinocactus platyacanthus, Ferocactus echidne var. victoriensis, Opuntia lindheimeri",bcss,"Monte Redondo, Tamaulipas, Mexico",direct,23.3681934,-99.4755028
REP 2158b,Werner Reppenhagen,astrophytum myriostigma,"Guadalcazar to crossing, Mexico",1600m,2/3/1988,"together with REP2156-2158e, Ferocactus latispinus, Ferocactus hamatacanthus, Coryphantha vaupeliana, Echinocactus platyacanthus",bcss,"Guadalcazar, San Luis Potosi, Mexico",direct,22.9009999,-100.2957141
REP 2273a,Werner Reppenhagen,astrophytum myriostigma,"Villa de Juarez, San Luis Potosí, Mexico",1200m,28/6/1989,"together with REP2271-2273b, Opuntia imbricata, O. tunicata, O. pumila",bcss,"Villa de Juarez, San Luis Potosi, Mexico",direct,22.3253333,-100.2591417
REP 2294,Werner Reppenhagen,astrophytum myriostigma,"Viesca, Sierra Zavaleta, Coahuila, Mexico",1200m,3/7/1989,"together with REP2291-2296d, Opuntia imbricata, O. leptocaulis, O. herrfeldtii, Agave lechuguilla, Jatropha spathulata.",bcss,"Sierra Zavaleta, Viesca, Coahuila, Mexico",direct,25.221868961,-102.924968307
REP 683,Werner Reppenhagen,astrophytum myriostigma,"Lerdo, Durango, Mexico",1900m,4/10/1972,"together with REP682-688, Ferocactus hamatacanthus, Thelocactus bicolor, Echinocereus stramineus, E. pectinatus, Ancistrocactus scheeri, Agave lechuguilla",bcss,"Lerdo, Durango, Mexico",direct,25.470965,-103.6638822
REP 700,Werner Reppenhagen,astrophytum myriostigma,"Pinaje de Leone, South-East of Viesca, Coahuila, Mexico",1400m,12/10/1972,"together with REP698-706a, Epithelantha micromeris, Ferocactus hamatacanthus, Coryphantha durangensis, Echinocereus horizonthalonius and Thelocactus bicolor",bcss,"Viesca, Coahuila, Mexico",direction_only,25.1900179,-102.8608673
REP 710,Werner Reppenhagen,astrophytum myriostigma,"Jaumave, Tamaulipas, Mexico",1200m,16-17/10/1972,"together with REP707-715a, Ferocactus echidne var. victoriensis, Myrtillocactus geometrizans, Ferocactus hamatacanthus var. sinuatus, Echinocereus blanckii and Obregonia denegrii",bcss,"Jaumave, Tamaulipas, Mexico",direct,23.4719813,-99.4263583
REPP 1005,Werner Reppenhagen,astrophytum myriostigma v. strongylogonum,"Cerritos, km 14, San Luis Potosí, Mexico",1550m,16/10/1975,"together with REP1004-1005a, Echinocactus platyacanthus and Echinocereus blanckii",bcss,"Cerritos, San Luis Potosí, Mexico",direct,22.419062,-100.2980541
REPP 1094a,Werner Reppenhagen,astrophytum myriostigma,"Viesca, Coahuila, Mexico",1250m,21/11/1975,"together with REP1091-1094b, Coryphantha durangensis, Ferocactus hamatacanthus and Thelocactus bicolor",bcss,"Viesca, Coahuila, Mexico",direct,25.1900179,-102.8608673
REPP 1197l,Werner Reppenhagen,astrophytum myriostigma,"Lerdo, Durango, Mexico",1200m,27/11/1976,together with REP1197c-1197s and Agave lechuguilla,bcss,"Lerdo, Durango, Mexico",direct,25.470965,-103.6638822
REPP 1202a,Werner Reppenhagen,astrophytum myriostigma,"Viesca, Coahuila, Mexico",1250m,30/11/1976,together with REP1200-1202e,bcss,"Viesca, Coahuila, Mexico",direct,25.1900179,-102.8608673
REPP 1270,Werner Reppenhagen,astrophytum myriostigma,"Ciudad Mais, San Luis Potosí, Mexico",1200m,9/1/1977,together with REP1267-1271,bcss,"Ciudad del Maíz, San Luis Potosí, Mexico",direct,22.4309305,-99.7047331
REPP 1433,Werner Reppenhagen,astrophytum myriostigma v. strongylogonum,"La Inconada, Tamaulipas, Mexico",1000m,15/9/1978,"together with REP1433-1437, Neolloydia conoidea, Echinocereus pentalophus, Coryphantha sp., Opuntia microdasys",bcss,"La Inconada, Tamaulipas, Mexico",direct,26.2618,-98.850122223
REPP 1472,Werner Reppenhagen,astrophytum myriostigma,"Huizache, San Luis Potosí, Mexico",1700m,17/2/1979,"together with REP1472-1478c, Echinocereus pentalopuhus, E. pectinatus, E. cinerascens, Opuntia imbricacta, O. microdasys",bcss,"Huizache, San Luis Potosí, Mexico",direct,22.9103315,-100.5110812
REPP 2067c,Werner Reppenhagen,astrophytum myriostigma,"Monte Redondo, Tamaulipas, Mexico",1250m,16/4/1984,"together with REP2065-2067c, Echinocactus platyacanthus, Ferocactus echidne var. victoriensis, Opuntia lindheimeri",bcss,"Monte Redondo, Tamaulipas, Mexico",direct,23.3681934,-99.4755028
REPP 2158b,Werner Reppenhagen,astrophytum myriostigma,"Guadalcazar to crossing, Mexico",1600m,2/3/1988,"together with REP2156-2158e, Ferocactus latispinus, Ferocactus hamatacanthus, Coryphantha vaupeliana, Echinocactus platyacanthus",bcss,"Guadalcazar, San Luis Potosi, Mexico",direct,22.9009999,-100.2957141
REPP 2273a,Werner Reppenhagen,astrophytum myriostigma,"Villa de Juarez, San Luis Potosí, Mexico",1200m,28/6/1989,"together with REP2271-2273b, Opuntia imbricata, O. tunicata, O. pumila",bcss,"Villa de Juarez, San Luis Potosi, Mexico",direct,22.3253333,-100.2591417
REPP 2294,Werner Reppenhagen,astrophytum myriostigma,"Viesca, Sierra Zavaleta, Coahuila, Mexico",1200m,3/7/1989,"together with REP2291-2296d, Opuntia imbricata, O. leptocaulis, O. herrfeldtii, Agave lechuguilla, Jatropha spathulata.",bcss,"Sierra Zavaleta, Viesca, Coahuila, Mexico",direct,25.221868961,-102.924968307
REPP 683,Werner Reppenhagen,astrophytum myriostigma,"Lerdo, Durango, Mexico",1900m,4/10/1972,"together with REP682-688, Ferocactus hamatacanthus, Thelocactus bicolor, Echinocereus stramineus, E. pectinatus, Ancistrocactus scheeri, Agave lechuguilla",bcss,"Lerdo, Durango, Mexico",direct,25.470965,-103.6638822
REPP 700,Werner Reppenhagen,astrophytum myriostigma,"Pinaje de Leone, South-East of Viesca, Coahuila, Mexico",1400m,12/10/1972,"together with REP698-706a, Epithelantha micromeris, Ferocactus hamatacanthus, Coryphantha durangensis, Echinocereus horizonthalonius and Thelocactus bicolor",bcss,"Viesca, Coahuila, Mexico",direction_only,25.1900179,-102.8608673
REPP 710,Werner Reppenhagen,astrophytum myriostigma,"Jaumave, Tamaulipas, Mexico",1200m,16-17/10/1972,"together with REP707-715a, Ferocactus echidne var. victoriensis, Myrtillocactus geometrizans, Ferocactus hamatacanthus var. sinuatus, Echinocereus blanckii and Obregonia denegrii",bcss,"Jaumave, Tamaulipas, Mexico",direct,23.4719813,-99.4263583
ROG 246,Helmut Rogozinski,astrophytum myriostigma,"San Francisco, San Luis Potosí, Mexico",1991,1991,NA,bcss,"San Francisco, San Luis Potosi, Mexico",direct,22.9971869,-101.9297044
ROG 323,Helmut Rogozinski,astrophytum myriostigma,"Noria del las Flores, San Luis Potosí, Mexico",1992,1992,NA,bcss,"Noria de las Flores, San Luis Potosi, Mexico",direct,22.789464,-100.5555395
ROG 454,Helmut Rogozinski,astrophytum myriostigma f. strongyligonum,"Villar, San Luis Potosí, Mexico",1998,1998,NA,bcss,"Villar, San Luis Potosí, Mexico",direct,22.5447768,-100.4666913
ROG 582,Helmut Rogozinski,astrophytum myriostigma,"Las Tablas, San Luis Potosí, Mexico",2001,2001,First locality here,bcss,"Las Tablas, San Luis Potosí, Mexico",direct,22.2571034,-99.8613755
ROG 587,Helmut Rogozinski,astrophytum myriostigma,"Las Tablas, San Luis Potosí, Mexico",2001,2001,Second locality here,bcss,"Las Tablas, San Luis Potosí, Mexico",direct,22.2571034,-99.8613755
ROG 598,Helmut Rogozinski,astrophytum myriostigma,"Los Ebanos, Tamaulipas, Mexico",2001,2001,NA,bcss,"Los Ebanos, Tamaulipas, Mexico",direct,25.7479317,-97.985301
RS 1174,Roman Staník,astrophytum myriostigma,"La Libertad to La Morita, San Luis Potosi, Mexico",NA,NA,NA,bcss,"La Libertad to La Morita, San Luis Potosi, Mexico",direct,22.123373655,-100.908196679
RS 1177,Roman Staník,astrophytum myriostigma,9.8km from La Morita to Los Angeles?,NA,NA,NA,bcss,"La Morita, San Luis Potosi, Mexico",offset_adjusted,22.447129317380032,-99.8574615
RS 1180,Roman Staník,astrophytum myriostigma,"camping next to Las Tablas, direction to El Sabino, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
RS 1211,Roman Staník,astrophytum myriostigma v. strongylogonum,13km from Guadalcazar direction to 57,22/6/04,22/6/04,NA,bcss,"Guadalcazar, San Luis Potosi, Mexico",offset_adjusted,22.90094951213508,-100.16879867018044
RS 1221,Roman Staník,astrophytum myriostigma fma. seminudum,"Nuñez, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Nuñez, San Luis Potosi, Mexico",direct,22.6885734,-100.505316
RS 1224,Roman Staník,astrophytum myriostigma v. nudum,6.7km from junction to Santa Rita,NA,NA,NA,bcss,"Santa Rita, San Luis Potosi, Mexico",offset_adjusted,22.040382147596556,-99.8456953
RS 1304,Roman Staník,astrophytum myriostigma fma. quadricostatum,"San Antonio-Puente Chihuae, Tamaulipas, Mexico",NA,NA,NA,bcss,"San Antonio, Puente Chihuae, Tamaulipas, Mexico",direct,24.033128889,-98.446851944
RS 1310,Roman Staník,astrophytum myriostigma,"hill before Las Tablas, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
RS 1314,Roman Staník,astrophytum myriostigma,"behind Las Tablas direction to Cardenas, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
RS 1317,Roman Staník,astrophytum myriostigma,"before El Sabino, San Luis Potosi, Mexico",NA,NA,NA,bcss,"El Sabino, San Luis Potosi, Mexico",direct,23.3974043,-101.7137763
RS 144,Roman Staník,astrophytum myriostigma v. tulense,"Mama León, near Tula, Tamaulipas, Mexico",26/10/86,26/10/86,NA,bcss,"Mama Leon, Tula, Tamaulipas, Mexico",direct,23.1025647,-99.7623802
RS 148,Roman Staník,astrophytum myriostigma v. potosinum,"Pressa de Guadalupe, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Presa de Guadalupe, San Luis Potosi, Mexico",direct,22.859444,-100.1508953
RS 225,Roman Staník,astrophytum myriostigma,"junction to Matias Garcia behind Jaumave, Tamaulipas, Mexico","plants with 6 ribs, = CSD49","plants with 6 ribs, = CSD49","plants with 6 ribs, = CSD49",bcss,"Matias Garcia, Jaumave, Tamaulipas, Mexico",direct,23.4035607,-99.4345938
RS 247,Roman Staník,astrophytum myriostigma,"road to Buenavista Ranch, San Luis Potosi, Mexico",= CSD75,= CSD75,= CSD75,bcss,"Buenavista Ranch, San Luis Potosi, Mexico",direct,22.233802222,-98.466286945
RS 257,Roman Staník,astrophytum myriostigma v. strongylogonum,"Charco Blanco, San Luis Potosi, Mexico","some plants as flat as asterias, = CSD85","some plants as flat as asterias, = CSD85","some plants as flat as asterias, = CSD85",bcss,"Charco Blanco, San Luis Potosí, Mexico",direct,22.6295776,-100.5198234
RS 526,Roman Staník,astrophytum myriostigma v. tulense,"km17, Route 101, South of Tula, Tamaulipas, Mexico /San Luis Potosi, Mexico",29/10/95,29/10/95,NA,bcss,"Tula, Tamaulipas, Mexico",offset_adjusted,22.79499692699381,-99.8055882
RS 531,Roman Staník,astrophytum myriostigma v. tulense,"km68, Route 80, direction to Ciudad Maiz, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Route 80, San Luis Potosi, Mexico",offset_adjusted,22.578436492024736,-99.1896105
RS 533,Roman Staník,astrophytum myriostigma v. tulense,"km96, Route 80, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Route 80, San Luis Potosi, Mexico",direct,21.9668978,-99.1896105
RS 872,Roman Staník,astrophytum myriostigma v. columnare,"Huizache, San Luis Potosi, Mexico","forgotten no. from earlier years, assigned now","forgotten no. from earlier years, assigned now","forgotten no. from earlier years, assigned now",bcss,"Huizache, San Luis Potosi, Mexico",direct,22.9103315,-100.5110812
SB 1167,Steven (Steve) Brack,astrophytum myriostigma v. strongylogonum,"Villar, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Villar, San Luis Potosí, Mexico",direct,22.5447768,-100.4666913
SB 126,Steven (Steve) Brack,astrophytum myriostigma v. strongylogonum,"San Luis Potosi, San Luis Potosi, Mexico",NA,NA,NA,bcss,"San Luis Potosi, San Luis Potosi, Mexico",direct,22.1516472,-100.9763993
SB 262,Steven (Steve) Brack,astrophytum myriostigma,"Coronel, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Coronel, San Luis Potosi, Mexico",direct,22.1652012,-100.9833004
SB 264,Steven (Steve) Brack,astrophytum myriostigma,"Jaumave, Tamaulipas, Mexico",NA,NA,NA,bcss,"Jaumave, Tamaulipas, Mexico",direct,23.4719813,-99.4263583
SB 340,Steven (Steve) Brack,astrophytum myriostigma v. columnare,"Huizache, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Huizache, San Luis Potosi, Mexico",direct,22.9103315,-100.5110812
SH 1017,Dennis Sargant (plants collected by Alfred Bernhard Lau),astrophytum myriostigma v. quadricostatum,"Jaumave, Tamaulipas, Mexico",600m,17/10/1974,together with Mammillaria viereckii,bcss,"Jaumave, Tamaulipas, Mexico",direct,23.4719813,-99.4263583
SH 1024,Dennis Sargant (plants collected by Alfred Bernhard Lau),astrophytum myriostigma v. columnare,"Miquihuana, Tamaulipas, Mexico",1900m,22/11/1974,"together with Neolloydia conoidea, Mammillaria candida",bcss,"Miquihuana, Tamaulipas, Mexico",direct,23.5860223,-99.7934682
SH 1183,Dennis Sargant (plants collected by Alfred Bernhard Lau),astrophytum myriostigma v. nudum,"Sierra de Santa Rita-Jauja, San Luis Potosi, Mexico",1600-1800m,17/10/1978,"together with L1184, L1185",bcss,"Sierra de Santa Rita, San Luis Potosí, Mexico",direct,21.519279517486,-99.05610242716
SH 727,Dennis Sargant (plants collected by Alfred Bernhard Lau),astrophytum myriostigma,"Las Tablas, San Luis Potosi, Mexico",1400m,2/11/1974,"together with L723, L724, L725, L726",bcss,"Las Tablas, San Luis Potosí, Mexico",direct,22.2571034,-99.8613755
SH 728,Dennis Sargant (plants collected by Alfred Bernhard Lau),astrophytum myriostigma v. strongylogonum,"Villar, San Luis Potosi, Mexico",1500m,13/11/1974,"together with Gymnocactus knuthianus, Mammillaria aureilanata",bcss,"Villar, San Luis Potosí, Mexico",direct,22.5447768,-100.4666913
WCO 28,Wolfgang Colotti,astrophytum myriostigma,"El Huizache, San Luis Potosi, Mexico",1971,1971,NA,bcss,"El Huizache, San Luis Potosi, Mexico",direct,22.9162024,-100.3957347
WCO 29,Wolfgang Colotti,astrophytum myriostigma,Cerro de la Bola,1971,1971,NA,bcss,"Cerro de la Bola, Mexico",direct,24.7730342,-107.3942602
Z 119,Carlo Zanovello,astrophytum myriostigma,"Los Ebanos, Tamaulipas, Mexico",NA,NA,NA,bcss,"Los Ebanos, Tamaulipas, Mexico",direct,25.7479317,-97.985301
LS 148,"Alexander Lux, Roman Staník",Astrophytum myriostigma,Mexicó : San Luis Potosi (Presa de Guadelupe),NA,NA,NA,clcactus,"Presa de Guadalupe, San Luis Potosi, Mexico",direct,22.859444,-100.1508953
LAU 727,Alfred Bernhard Lau,Astrophytum myriostigma,Mexicó : San Luis Potosi (Las Tablas 1400m),NA,02/11/1974,"together with L723, L724, L725, L726",clcactus,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
L 727,Alfred Bernhard Lau,Astrophytum myriostigma,Mexicó : San Luis Potosi (Las Tablas 1400m),NA,02/11/1974,"together with L723, L724, L725, L726",clcactus,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
LAU 728,Alfred Bernhard Lau,Astrophytum myriostigma  v. strongylogonum,Mexicó : San Luis Potosi (Villar 1500m),NA,13/11/1974,"together with Gymnocactus knuthianus, Mammillaria aureilanata",clcactus,"Villar, San Luis Potosi, Mexico",direct,22.5447768,-100.4666913
L 728,Alfred Bernhard Lau,Astrophytum myriostigma  v. strongylogonum,Mexicó : San Luis Potosi (Villar 1500m),NA,13/11/1974,"together with Gymnocactus knuthianus, Mammillaria aureilanata",clcactus,"Villar, San Luis Potosi, Mexico",direct,22.5447768,-100.4666913
L 1017,Alfred Bernhard Lau,Astrophytum myriostigma  v. quadricostatum,Mexicó : Tamaulipas (Jaumave 600m),NA,17/10/1974,together with Mammillaria viereckii,clcactus,"Jaumave, Tamaulipas, Mexico",direct,23.4719813,-99.4263583
LAU 1017,Alfred Bernhard Lau,Astrophytum myriostigma  v. quadricostatum,Mexicó : Tamaulipas (Jaumave 600m),NA,17/10/1974,together with Mammillaria viereckii,clcactus,"Jaumave, Tamaulipas, Mexico",direct,23.4719813,-99.4263583
L 1024,Alfred Bernhard Lau,Astrophytum myriostigma  v. columnare,Mexicó : Tamaulipas (Miquihuana 1900m),NA,22/11/1974,"together with Neolloydia conoidea, Mammillaria candida",clcactus,"Miquihuana, Tamaulipas, Mexico",direct,23.5860223,-99.7934682
LAU 1024,Alfred Bernhard Lau,Astrophytum myriostigma  v. columnare,Mexicó : Tamaulipas (Miquihuana 1900m),NA,22/11/1974,"together with Neolloydia conoidea, Mammillaria candida",clcactus,"Miquihuana, Tamaulipas, Mexico",direct,23.5860223,-99.7934682
LAU 1183,Alfred Bernhard Lau,Astrophytum myriostigma  v. nudum,Mexicó : San Luis Potosi (Sierra de Santa Rita-Jauja 1600-1800m),NA,17/10/1978,"together with L1184, L1185",clcactus,"Sierra de Santa Rita, San Luis Potosi, Mexico",direct,21.519279517486,-99.05610242716
L 1183,Alfred Bernhard Lau,Astrophytum myriostigma  v. nudum,Mexicó : San Luis Potosi (Sierra de Santa Rita-Jauja 1600-1800m),NA,17/10/1978,"together with L1184, L1185",clcactus,"Sierra de Santa Rita, San Luis Potosi, Mexico",direct,21.519279517486,-99.05610242716
AL 225,Andreas Laras,Astrophytum myriostigma  v. columnare,Mexicó : San Luis Potosí (Entronque El Huizache),NA,NA,NA,clcactus,"Entronque El Huizache, San Luis Potosi, Mexico",direct,22.210494137622,-101.004229363816
AL 250,Andreas Laras,Astrophytum myriostigma,Mexicó : Tamaulipas (San Antonio),NA,NA,NA,clcactus,"San Antonio, Tamaulipas, Mexico",direct,23.5842448,-99.3438476
AL 410,Andreas Laras,Astrophytum myriostigma,Mexicó : San Luis Potosí (Palomas),NA,NA,NA,clcactus,"Palomas, San Luis Potosi, Mexico",direct,22.4837267,-99.8499889
AL 411,Andreas Laras,Astrophytum myriostigma,Mexicó : San Luis Potosí (Las Tablas),NA,NA,NA,clcactus,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
Z 119,Carlo Zanovello,Astrophytum myriostigma,Mexicó : Tamaulipas (Los Ebanos),NA,NA,NA,clcactus,"Los Ebanos, Tamaulipas, Mexico",direct,25.7479317,-97.985301
GOMEZ 807,Carlos Gómez Hinostrosa,Astrophytum myriostigma,"Mier y Noriega, Nuevo Leon, Mexicó",NA,NA,NA,clcactus,"Mier y Noriega, Nuevo Leon, Mexico",direct,23.4022432,-100.1389355
